200	1.10369
202	1.16764
204	1.2558
206	1.31684
208	1.42579
210	1.56282
212	1.76719
214	2.26164
216	3.53716
218	6.87162
220	15.07088
222	33.85576
224	67.39691
226	89.16506
228	187.12209
230	257.86778
232	243.33236
234	173.01032
236	382.69684
238	640.78096
240	511.82802
242	356.68384
244	311.02077
246	390.71981
248	1174.37702
250	406.9882
252	477.5366
254	6.81333
256	17.33812
258	41.65147
260	93.8218
262	160.49747
264	409.17534
266	1426.17348
268	338.97518
270	366.73772
272	266.62321
274	202.07581
276	515.7492
278	263.24717
280	706.8922
282	619.52712
284	249.60068
286	217.67451
288	139.93594
290	1289.58981
292	162.3504
294	208.44165
296	475.63351
298	790.03344
300	222.83766
302	828.17652
304	322.0463
306	163.98693
308	101.41284
310	130.6686
312	543.01286
314	1370.52562
316	190.5693
318	89.73273
320	63.80884
322	53.4028
324	45.97067
326	43.73047
328	41.2713
330	41.07669
332	49.29814
334	192.55195
336	75.15096
338	44.67049
340	55.00433
342	36.02038
344	35.45955
346	31.76998
348	32.27285
350	33.64416
352	33.91766
354	53.3524
356	75.87435
358	57.85855
360	89.97986
362	183.432
364	809.92557
366	2491.97527
368	397.66257
370	219.8254
372	107.75914
374	72.1857
376	63.09285
378	48.14289
380	51.42434
382	80.3775
384	36.71918
386	52.76443
388	36.10837
390	47.09937
392	51.08847
394	35.50042
396	31.64646
398	31.65118
400	31.22225
402	35.93923
404	128.30072
406	272.16515
408	517.66267
410	39.66455
412	38.54762
414	30.92798
416	26.46012
418	25.70263
420	26.5218
422	26.93582
424	28.56183
426	30.8195
428	35.93882
430	50.67207
432	61.78725
434	189.91466
436	2462.1628
438	220.25231
440	74.54013
442	47.92067
444	37.22156
446	32.43504
448	29.57225
450	29.94989
452	25.76862
454	24.51646
456	24.28443
458	24.81463
460	23.40988
462	25.00084
464	24.05898
466	23.49626
468	30.21444
470	25.90004
472	23.40458
474	25.28774
476	22.72934
478	22.41108
480	22.98553
482	23.94102
484	24.49385
486	24.46393
488	24.7292
490	24.96279
492	88.00618
494	27.26805
496	94.45524
498	26.34586
500	23.96164
502	23.25485
504	25.33244
506	23.08437
508	22.25024
510	22.28736
512	22.53374
514	22.96447
516	22.93816
518	23.86729
520	22.95767
522	22.89745
524	23.13227
526	23.4861
528	23.95395
530	24.74066
532	26.09938
534	27.7683
536	37.18174
538	35.04171
540	38.90956
542	44.98396
544	85.08738
546	2184.35752
548	327.79184
550	87.2178
552	52.06632
554	41.85534
556	36.96926
558	34.6064
560	34.26264
562	34.59658
564	35.26464
566	37.3961
568	42.61488
570	50.82843
572	74.617
574	136.51097
576	605.87942
578	530.95654
580	423.06244
582	189.28733
584	94.15305
586	62.96558
588	52.16703
590	46.76496
592	38.15353
594	35.5529
596	33.04811
598	31.51636
600	30.67869
602	29.94103
604	29.51616
606	29.48358
608	29.87566
610	29.40273
612	34.99502
614	29.20983
616	29.41474
618	30.20886
620	30.39512
622	30.70494
624	31.38205
626	30.09159
628	29.83008
630	30.00247
632	30.28454
634	29.85127
636	29.57523
638	29.53056
640	29.48959
642	29.82001
644	29.92651
646	30.55272
648	31.30115
650	30.84616
652	30.36366
654	30.53414
656	30.51319
658	30.66483
660	31.03203
662	31.08514
664	31.47554
666	32.14167
668	32.4129
670	33.72858
672	37.81553
674	34.72598
676	34.69375
678	34.96773
680	34.508
682	35.31081
684	36.642
686	37.54609
688	40.85835
690	43.51128
692	54.77294
694	43.46569
696	38.70434
698	37.64533
700	36.49254
702	35.76022
704	35.60697
706	36.25895
708	40.36276
710	44.44809
712	43.79339
714	39.21142
716	37.48787
718	36.95599
720	36.81064
722	36.99508
724	37.43802
726	38.49974
728	40.3529
730	39.50095
732	42.4747
734	41.28775
736	39.58916
738	38.91937
740	40.35553
742	37.83728
744	36.64823
746	36.35679
748	36.66952
750	37.61548
752	37.31139
