800.0183716	-0.001427644	-0.000742137	-0.000587421	0.200891886
799.0457153	-0.001209054	-0.000276788	0.000779842	0.514983657
797.9337158	-2.29E-05	0.000102909	0.000297195	0.084266629
796.9602661	-0.000449924	-0.000844614	-0.002588015	-0.588329429
795.9864502	-0.000807047	-0.001215611	-0.000453803	0.124273371
795.012207	-0.001203633	-0.001210654	-0.000911885	0.083757771
794.0376587	-0.000510689	-0.001242766	-0.001930833	-0.363922457
793.0626831	-0.001000427	-0.001639263	-0.00142914	-0.085984514
791.947998	-0.000785498	-0.00202396	0.000686806	0.491427543
790.972229	-0.000934823	-0.001228982	-0.000987048	0.001887657
789.9961548	-0.002601395	-0.001620644	-0.002336075	0.0197628
789.0196533	-0.004086026	-0.003361247	-0.002609784	0.380367486
788.0427856	-0.003237369	-0.001734258	-0.002016075	0.263049086
787.0654907	-0.002248784	-0.002896434	-0.002611431	-0.066604857
785.9482422	-0.003308587	-0.00408741	-0.00120957	0.644223314
784.9701538	-0.000450389	-0.002001286	-0.002170387	-0.402805314
783.9917603	-0.002832453	-0.003160538	-0.002661757	0.067518
783.0130005	-0.002708682	-0.002470197	-0.002028443	0.180726286
782.0338135	-0.002308216	-0.003267122	-0.003277501	-0.222143943
781.0543213	-0.002465358	-0.004004317	-0.002625222	0.042265086
779.9344482	-0.003056859	-0.003487914	-0.002707653	0.124404857
778.9541016	-0.002599749	-0.002516834	-0.001094321	0.425384286
777.9734497	-0.003108779	-0.001590005	-0.002410581	0.112698057
776.9923706	-0.003571568	-0.00249748	-0.003030383	0.093247829
776.0109863	-0.004132284	-0.00329009	-0.003419808	0.1554392
775.0291748	-0.004059714	-0.00248703	-0.002335715	0.402703486
774.0470581	-0.003421298	-0.003253556	-0.003376299	0.0032716
773.0645752	-0.003341262	-0.004893662	-0.003238603	0.118039714
771.9412231	-0.003533055	-0.004088026	-0.002421753	0.349227486
770.9579468	-0.004955548	-0.003391864	-0.003009561	0.466642914
769.9743042	-0.003907458	-0.004478759	-0.003998777	0.006554629
768.9902954	-0.003736363	-0.004903081	-0.003002928	0.276222457
768.0059204	-0.003093872	-0.004825162	-0.003795387	-0.101502
767.0211792	-0.00473586	-0.003567049	-0.004003907	0.142340229
766.0360718	-0.004899856	-0.004333774	-0.004641827	0.041375029
765.0505981	-0.004078589	-0.0040651	-0.004481935	-0.116012514
764.0647583	-0.004496078	-0.004962765	-0.00442198	0.047838686
762.9376831	-0.004727513	-0.004780513	-0.004109002	0.179746
761.9510498	-0.004174795	-0.005530328	-0.005500271	-0.3012484
760.9641113	-0.005769285	-0.006153456	-0.004292869	0.443785771
759.9768066	-0.003565303	-0.004973309	-0.00530822	-0.4175188
758.9891357	-0.004953091	-0.004856546	-0.005274158	-0.097250286
758.0010986	-0.00640564	-0.005862461	-0.006161266	0.038782343
757.0126953	-0.006265278	-0.005372911	-0.004718602	0.390915029
756.0239258	-0.006543356	-0.005916294	-0.005320495	0.313556743
755.03479	-0.00623869	-0.005678746	-0.007041675	-0.261421086
754.0453491	-0.006250836	-0.00580571	-0.006040175	0.034753086
753.055542	-0.006211489	-0.007161315	-0.006593228	-0.054792514
752.0653687	-0.005268122	-0.006532799	-0.006562377	-0.297519886
750.9332886	-0.006501178	-0.007535861	-0.007323532	-0.175833543
749.9423828	-0.007276289	-0.007181633	-0.00718973	0.019322229
748.9510498	-0.007840228	-0.007312333	-0.00742691	0.087925429
747.9594116	-0.00781033	-0.008010578	-0.007260913	0.168419029
746.9674072	-0.00807746	-0.008424256	-0.008355904	-0.059738514
745.9750977	-0.008545444	-0.008148904	-0.008163537	0.086456857
744.9823608	-0.008676495	-0.008569049	-0.006292425	0.675023086
743.9893188	-0.00951308	-0.009883478	-0.008113438	0.421063314
742.9959106	-0.009782151	-0.009417188	-0.007748035	0.560320971
742.0021362	-0.009933627	-0.009475951	-0.008717599	0.321283657
741.0080566	-0.010604637	-0.008857526	-0.009345851	0.259818229
740.0136108	-0.009935196	-0.009153112	-0.008689588	0.311197486
739.0187988	-0.010436211	-0.010096532	-0.010283596	0.024194057
738.0236206	-0.011120726	-0.010622825	-0.010102805	0.262383086
737.0281372	-0.010873538	-0.010264787	-0.01023101	0.148793657
736.0322876	-0.0103704	-0.010830366	-0.009734365	0.208008057
735.0360718	-0.010804107	-0.010099618	-0.009675484	0.2822072
734.0395508	-0.010156772	-0.010721229	-0.009752032	0.147894686
733.0426636	-0.010427012	-0.010111202	-0.009229447	0.324115143
732.0454102	-0.010232426	-0.010370146	-0.009720443	0.154150571
731.0478516	-0.010376516	-0.009473267	-0.010033958	0.046259486
730.0498657	-0.01104977	-0.010918121	-0.010406946	0.1761412
729.0516357	-0.011547384	-0.012002279	-0.010110696	0.436476286
728.0529785	-0.011572439	-0.011512648	-0.011805878	-0.070113486
727.0540161	-0.013153761	-0.013121714	-0.012497647	0.185629886
726.0547485	-0.013816808	-0.013799556	-0.013429923	0.109552743
725.0551147	-0.014870601	-0.014182905	-0.014032904	0.200045086
724.0551147	-0.013976258	-0.014893563	-0.014348933	-0.054061143
723.0547485	-0.014844584	-0.015638771	-0.014622035	0.108967543
722.0540771	-0.015950339	-0.015552614	-0.01518717	0.195321143
721.0531006	-0.016117787	-0.015600214	-0.016561296	-0.156292457
720.0517578	-0.015609704	-0.015285895	-0.015424921	0.034291771
719.0500488	-0.016265076	-0.016136544	-0.015645163	0.169773314
718.0479736	-0.016183432	-0.015932921	-0.015941655	0.054764229
717.0456543	-0.015637122	-0.015860651	-0.015181571	0.142930514
716.0429077	-0.015509204	-0.015957924	-0.014731998	0.2477
715.039856	-0.015959322	-0.014488559	-0.014398368	0.361943257
714.036499	-0.014605015	-0.014010447	-0.014235266	0.071667257
713.0327759	-0.014308459	-0.014150383	-0.01363397	0.183678229
712.0286865	-0.013960717	-0.013400257	-0.013295078	0.158156286
711.024292	-0.012987526	-0.012443467	-0.011722788	0.330264629
710.0195923	-0.012107974	-0.011274461	-0.010835517	0.315929829
709.0145264	-0.010330109	-0.010353667	-0.009672447	0.1892496
708.0090942	-0.010148022	-0.008700752	-0.008829118	0.294128571
707.0033569	-0.008053473	-0.008560267	-0.008359611	-0.058508343
